ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,LoanIncomeRatio
6045,0.0,115.0,360.0,0.0,0,True,False,False,False,False,True,False,False,False,6045.0,0.01902398676592225
5250,0.0,94.0,360.0,1.0,0,True,True,False,False,True,False,False,False,True,5250.0,0.017904761904761906
14683,2100.0,304.0,360.0,1.0,0,True,True,False,False,False,False,False,False,False,16783.0,0.018113567300244295
4931,0.0,128.0,360.0,1.0,0,True,True,False,False,True,True,False,True,False,4931.0,0.02595822348408031
6083,4250.0,330.0,360.0,1.0,1,True,True,True,False,False,False,False,False,True,10333.0,0.03193651408109939
2060,2209.0,134.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,4269.0,0.03138908409463575
3481,0.0,155.0,36.0,1.0,0,False,False,True,False,False,False,False,True,False,3481.0,0.04452743464521689
7200,0.0,120.0,360.0,1.0,1,False,False,False,False,False,False,False,False,False,7200.0,0.016666666666666666
5166,0.0,128.0,360.0,1.0,1,True,False,False,False,False,False,True,True,False,5166.0,0.024777390631049168
4095,3447.0,151.0,360.0,1.0,1,True,False,False,False,False,False,False,False,False,7542.0,0.02002121453195439
4708,1387.0,150.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,6095.0,0.02461033634126333
4333,1811.0,160.0,360.0,0.0,1,True,True,False,False,True,False,False,False,True,6144.0,0.026041666666666668
3418,0.0,135.0,360.0,1.0,0,False,False,False,False,False,False,False,False,False,3418.0,0.03949678174370977
2876,1560.0,90.0,360.0,1.0,1,False,False,True,False,False,False,False,False,True,4436.0,0.02028854824165915
3237,0.0,30.0,360.0,1.0,1,False,False,False,False,False,False,False,False,True,3237.0,0.009267840593141797
11146,0.0,136.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,11146.0,0.012201686703750225
2833,1857.0,126.0,360.0,1.0,1,True,False,False,False,False,False,False,False,False,4690.0,0.026865671641791045
2620,2223.0,150.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4843.0,0.03097253768325418
3900,0.0,90.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,3900.0,0.023076923076923078
2750,1842.0,115.0,360.0,1.0,1,True,True,True,False,False,False,False,True,False,4592.0,0.02504355400696864
3993,3274.0,207.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,7267.0,0.02848493188385854
3103,1300.0,80.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,4403.0,0.018169429934135818
14583,0.0,436.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,14583.0,0.02989782623602825
4100,0.0,124.0,360.0,1.0,1,False,True,False,False,False,True,False,False,False,4100.0,0.03024390243902439
4053,2426.0,158.0,360.0,0.0,0,True,False,True,False,False,True,True,False,True,6479.0,0.02438647939496836
3927,800.0,112.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4727.0,0.0236936746350751
2301,985.7999878,78.0,180.0,1.0,1,True,True,False,True,False,False,False,False,True,3286.7999878,0.023731288879615956
1811,1666.0,54.0,360.0,1.0,1,False,False,False,False,False,False,False,False,True,3477.0,0.015530629853321829
20667,0.0,128.0,360.0,1.0,0,True,True,False,False,False,False,False,False,False,20667.0,0.006193448492766246
3158,3053.0,89.0,360.0,1.0,1,True,False,False,False,False,False,False,False,False,6211.0,0.014329415553051039
2600,1717.0,99.0,300.0,1.0,0,False,False,False,False,False,False,True,True,False,4317.0,0.022932592077831826
3704,2000.0,120.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,5704.0,0.021037868162692847
4124,0.0,115.0,360.0,1.0,1,False,False,False,False,False,False,False,True,False,4124.0,0.027885548011639186
9508,0.0,187.0,360.0,1.0,1,True,False,False,False,False,False,False,False,False,9508.0,0.019667648296171646
3075,2416.0,139.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,5491.0,0.025314150427973046
4400,0.0,127.0,360.0,0.0,0,True,True,False,True,False,False,False,True,False,4400.0,0.028863636363636362
3153,1560.0,134.0,360.0,1.0,1,True,True,False,True,False,False,False,False,True,4713.0,0.028431996605134735
5417,0.0,143.0,480.0,0.0,0,False,False,False,False,False,False,False,False,True,5417.0,0.026398375484585564
2383,3334.0,172.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,5717.0,0.03008570928808816
4416,1250.0,110.0,360.0,1.0,1,True,True,False,False,True,False,False,False,True,5666.0,0.01941404871161313
6875,0.0,200.0,360.0,1.0,1,True,True,True,False,False,False,False,True,False,6875.0,0.02909090909090909
4666,0.0,135.0,360.0,1.0,1,False,True,True,False,False,False,False,False,True,4666.0,0.028932704672096014
5000,2541.0,151.0,480.0,1.0,0,False,False,False,False,False,False,False,False,False,7541.0,0.020023869513327144
2014,2925.0,113.0,360.0,1.0,0,True,True,True,False,False,False,False,False,True,4939.0,0.02287912532901397
1800,2934.0,93.0,360.0,0.0,0,True,True,False,False,False,True,False,False,True,4734.0,0.01964512040557668
2875,1750.0,105.0,360.0,1.0,1,True,True,False,False,False,True,False,True,False,4625.0,0.022702702702702703
5000,0.0,132.0,360.0,1.0,1,False,False,False,False,False,False,False,False,False,5000.0,0.0264
1625,1803.0,96.0,360.0,1.0,1,True,True,True,False,False,False,False,False,True,3428.0,0.028004667444574097
4000,2500.0,140.0,360.0,1.0,1,True,False,False,False,False,False,False,False,False,6500.0,0.021538461538461538
2000,0.0,128.0,360.0,1.0,0,True,False,False,False,False,True,False,False,True,2000.0,0.064
3762,1666.0,135.0,360.0,1.0,1,False,False,False,False,False,False,False,False,False,5428.0,0.024871039056742816
2400,1863.0,104.0,360.0,0.0,0,False,False,False,False,False,False,False,False,True,4263.0,0.02439596528266479
20233,0.0,480.0,360.0,1.0,0,True,False,False,False,False,False,False,False,False,20233.0,0.02372361982899224
7667,0.0,185.0,360.0,1.0,1,True,True,False,True,False,True,False,False,False,7667.0,0.024129385678883526
2917,0.0,84.0,360.0,1.0,1,False,False,False,False,False,False,False,True,False,2917.0,0.028796708947548853
2927,2405.0,111.0,360.0,1.0,1,True,False,False,False,False,True,False,True,False,5332.0,0.020817704426106528
2507,0.0,56.0,360.0,1.0,1,False,False,False,False,False,False,False,False,False,2507.0,0.022337455125648185
5746,0.0,144.0,84.0,1.0,1,True,True,False,True,False,False,True,False,False,5746.0,0.025060911938739994
2473,1843.0,159.0,360.0,1.0,0,True,True,False,False,False,False,False,False,False,4316.0,0.036839666357738644
3399,1640.0,111.0,180.0,1.0,1,True,True,True,False,False,True,False,False,True,5039.0,0.022028180194483032
3717,0.0,120.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,3717.0,0.03228410008071025
2058,2134.0,88.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,4192.0,0.02099236641221374
3541,0.0,112.0,360.0,1.0,1,False,False,True,False,False,False,False,True,False,3541.0,0.031629483196837054
10000,0.0,155.0,360.0,1.0,0,True,True,True,False,False,False,True,False,False,10000.0,0.0155
2400,2167.0,115.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4567.0,0.025180643748631486
4342,189.0,124.0,360.0,1.0,1,True,True,False,False,True,False,False,True,False,4531.0,0.027367027146325315
3601,1590.0,128.0,360.0,1.0,1,True,True,False,True,False,True,False,False,False,5191.0,0.024658062030437296
3166,2985.0,132.0,360.0,1.0,1,False,False,False,False,False,False,False,False,False,6151.0,0.021459925215412127
15000,0.0,300.0,360.0,1.0,1,True,True,False,False,True,False,False,False,False,15000.0,0.02
8666,4983.0,376.0,360.0,0.0,0,True,True,True,False,False,False,True,False,False,13649.0,0.027547805700051286
4917,0.0,130.0,360.0,0.0,1,True,False,False,False,False,False,False,False,False,4917.0,0.026438885499288182
5818,2160.0,184.0,360.0,1.0,1,True,True,False,False,False,False,True,True,False,7978.0,0.023063424417147156
4333,2451.0,110.0,360.0,1.0,0,False,True,False,False,False,False,False,False,True,6784.0,0.016214622641509434
2500,0.0,67.0,360.0,1.0,1,False,False,False,False,False,False,False,False,True,2500.0,0.0268
4384,1793.0,117.0,360.0,1.0,1,True,False,True,False,False,False,False,False,True,6177.0,0.01894123360854784
2935,0.0,98.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,2935.0,0.03339011925042589
2833,0.0,71.0,360.0,1.0,1,True,False,False,False,False,False,False,False,True,2833.0,0.025061771973173313
63337,0.0,490.0,180.0,1.0,1,True,True,False,False,False,False,False,False,True,63337.0,0.007736394208756335
9833,1833.0,182.0,180.0,1.0,1,True,True,True,False,False,False,True,False,True,11666.0,0.015600891479513115
5503,4490.0,70.0,360.0,1.0,1,True,True,False,False,False,False,True,True,False,9993.0,0.007004903432402682
5250,688.0,160.0,360.0,1.0,1,True,True,True,False,False,False,False,False,False,5938.0,0.02694509936005389
2500,4600.0,176.0,360.0,1.0,1,True,True,False,True,False,False,True,False,False,7100.0,0.024788732394366197
1830,0.0,128.0,360.0,0.0,0,False,False,False,False,True,True,False,False,True,1830.0,0.06994535519125683
4160,0.0,71.0,360.0,1.0,1,False,False,False,False,False,False,False,True,False,4160.0,0.01706730769230769
2647,1587.0,173.0,360.0,1.0,0,True,True,False,False,True,True,False,False,False,4234.0,0.040859707132735006
2378,0.0,46.0,360.0,1.0,0,False,False,False,False,False,False,False,False,False,2378.0,0.01934398654331371
4554,1229.0,158.0,360.0,1.0,1,True,True,True,False,False,True,False,False,True,5783.0,0.027321459450112398
3173,0.0,74.0,360.0,1.0,1,True,True,False,False,True,True,False,True,False,3173.0,0.023321777497636306
2583,2330.0,125.0,360.0,1.0,1,True,True,False,True,False,False,False,False,False,4913.0,0.0254427030327702
2499,2458.0,160.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4957.0,0.03227758725035303
3523,3230.0,152.0,360.0,0.0,0,True,True,False,False,False,True,False,False,False,6753.0,0.02250851473419221
3083,2168.0,126.0,360.0,1.0,1,True,True,False,True,False,True,False,False,True,5251.0,0.023995429442011044
6333,4583.0,259.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,10916.0,0.02372663979479663
2625,6250.0,187.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,8875.0,0.021070422535211266
9083,0.0,228.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,9083.0,0.025101838599581636
8750,4167.0,308.0,360.0,1.0,0,True,False,False,False,False,False,False,False,False,12917.0,0.023844545947201364
2666,2083.0,95.0,360.0,1.0,1,True,True,False,False,True,False,False,False,False,4749.0,0.02000421141292904
5500,0.0,105.0,360.0,0.0,0,False,True,False,False,False,False,True,False,False,5500.0,0.019090909090909092
2423,505.0,130.0,360.0,1.0,1,False,True,False,False,False,False,False,True,False,2928.0,0.04439890710382514
3813,0.0,116.0,180.0,1.0,1,False,False,False,False,False,False,False,False,True,3813.0,0.03042223970626803
8333,3167.0,165.0,360.0,1.0,1,True,True,False,True,False,False,False,False,False,11500.0,0.014347826086956521
3875,0.0,67.0,360.0,1.0,0,True,True,True,False,False,False,False,False,True,3875.0,0.01729032258064516
3000,1666.0,100.0,480.0,0.0,0,True,True,False,False,False,True,False,False,True,4666.0,0.021431633090441493
5167,3167.0,200.0,360.0,1.0,1,True,True,False,False,True,False,False,True,False,8334.0,0.023998080153587713
4723,0.0,81.0,360.0,1.0,0,False,False,True,False,False,False,False,True,False,4723.0,0.017150116451408005
5000,3667.0,236.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,8667.0,0.027229721933771777
4750,2333.0,130.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,7083.0,0.01835380488493576
3013,3033.0,95.0,300.0,1.0,1,True,True,False,False,False,False,False,False,True,6046.0,0.0157128680119087
6822,0.0,141.0,360.0,1.0,1,True,False,False,False,False,False,True,False,False,6822.0,0.020668425681618294
6216,0.0,133.0,360.0,1.0,0,True,False,False,False,False,True,False,False,False,6216.0,0.021396396396396396
2500,0.0,96.0,480.0,1.0,0,True,False,False,False,False,False,False,True,False,2500.0,0.0384
5124,0.0,124.0,360.0,0.0,0,True,False,False,False,False,False,False,False,False,5124.0,0.02419984387197502
6325,0.0,175.0,360.0,1.0,1,True,True,True,False,False,False,False,True,False,6325.0,0.02766798418972332
19730,5266.0,570.0,360.0,1.0,0,True,True,False,False,False,False,False,False,False,24996.0,0.022803648583773404
15759,0.0,55.0,360.0,1.0,1,False,False,False,False,False,False,True,True,False,15759.0,0.0034900691668253063
5185,0.0,155.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,5185.0,0.029893924783027964
9323,7873.0,380.0,300.0,1.0,1,True,True,False,True,False,False,True,False,False,17196.0,0.02209816236334031
3062,1987.0,111.0,180.0,0.0,0,True,False,True,False,False,False,False,False,True,5049.0,0.021984551396316103
2764,1459.0,110.0,360.0,1.0,1,False,False,False,False,False,False,False,False,True,4223.0,0.02604783329386692
4817,923.0,120.0,180.0,1.0,1,True,True,False,False,False,False,False,False,True,5740.0,0.020905923344947737
8750,4996.0,130.0,360.0,1.0,1,True,True,False,False,True,False,False,False,False,13746.0,0.009457296668121635
4310,0.0,130.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4310.0,0.030162412993039442
3069,0.0,71.0,480.0,1.0,0,True,False,False,False,False,False,False,False,True,3069.0,0.023134571521668295
5391,0.0,130.0,360.0,1.0,1,True,True,False,True,False,False,False,False,True,5391.0,0.024114264514932295
3333,2500.0,128.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,5833.0,0.021944111092062405
5941,4232.0,296.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,10173.0,0.029096628329892852
6000,0.0,156.0,360.0,1.0,1,False,False,False,False,False,False,False,False,True,6000.0,0.026
7167,0.0,128.0,360.0,1.0,1,True,False,False,False,False,False,True,False,True,7167.0,0.017859634435607646
4566,0.0,100.0,360.0,1.0,0,True,True,False,True,False,False,False,False,True,4566.0,0.021901007446342532
3667,0.0,113.0,180.0,1.0,1,True,False,True,False,False,False,False,False,True,3667.0,0.030815380419961822
2346,1600.0,132.0,360.0,1.0,1,True,False,False,False,False,True,False,True,False,3946.0,0.03345159655347187
3010,3136.0,128.0,360.0,0.0,0,True,True,False,False,False,True,False,False,True,6146.0,0.02082655385616661
2333,2417.0,136.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,4750.0,0.02863157894736842
5488,0.0,125.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,5488.0,0.022776967930029153
9167,0.0,185.0,360.0,1.0,1,True,False,False,False,True,False,False,False,False,9167.0,0.020181084324206393
9504,0.0,275.0,360.0,1.0,1,True,True,False,False,True,False,False,False,False,9504.0,0.028935185185185185
2583,2115.0,120.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,4698.0,0.02554278416347382
1993,1625.0,113.0,180.0,1.0,1,True,True,False,True,False,True,False,True,False,3618.0,0.03123272526257601
3100,1400.0,113.0,360.0,1.0,1,True,True,False,True,False,False,False,False,True,4500.0,0.025111111111111112
3276,484.0,135.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,3760.0,0.03590425531914894
3180,0.0,71.0,360.0,0.0,0,False,False,False,False,False,False,False,False,True,3180.0,0.02232704402515723
3033,1459.0,95.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,4492.0,0.021148708815672306
3902,1666.0,109.0,360.0,1.0,1,True,False,False,False,False,True,False,False,False,5568.0,0.019576149425287355
1500,1800.0,103.0,360.0,0.0,0,False,False,False,False,False,False,False,True,False,3300.0,0.031212121212121212
2889,0.0,45.0,180.0,0.0,0,True,True,False,True,False,True,False,False,True,2889.0,0.01557632398753894
2755,0.0,65.0,300.0,1.0,0,True,False,False,False,False,True,False,False,False,2755.0,0.023593466424682397
2500,20000.0,103.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,22500.0,0.004577777777777778
1963,0.0,53.0,360.0,1.0,1,False,False,False,False,False,True,False,True,False,1963.0,0.026999490575649515
7441,0.0,194.0,360.0,1.0,0,False,False,False,False,False,False,True,False,False,7441.0,0.026071764547775836
4547,0.0,115.0,360.0,1.0,1,False,False,False,False,False,False,False,True,False,4547.0,0.025291400923685946
2167,2400.0,115.0,360.0,1.0,1,True,True,False,False,False,True,False,False,True,4567.0,0.025180643748631486
2213,0.0,66.0,360.0,1.0,1,False,False,False,False,False,True,False,False,False,2213.0,0.0298237686398554
8300,0.0,152.0,300.0,0.0,0,True,True,True,False,False,False,False,True,False,8300.0,0.018313253012048194
81000,0.0,360.0,360.0,0.0,0,True,True,False,False,True,False,False,False,False,81000.0,0.0044444444444444444
3867,0.0,62.0,360.0,1.0,0,False,False,True,False,False,True,True,True,False,3867.0,0.016033100594776313
6256,0.0,160.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,6256.0,0.02557544757033248
6096,0.0,218.0,360.0,0.0,0,True,True,False,False,False,True,False,False,False,6096.0,0.035761154855643046
2253,2033.0,110.0,360.0,1.0,1,True,True,False,False,False,True,False,False,False,4286.0,0.025664955669622024
2149,3237.0,178.0,360.0,0.0,0,False,True,False,False,False,True,False,True,False,5386.0,0.03304864463423691
2995,0.0,60.0,360.0,1.0,1,False,False,False,False,False,False,False,False,True,2995.0,0.02003338898163606
2600,0.0,160.0,360.0,1.0,0,False,False,True,False,False,False,False,False,True,2600.0,0.06153846153846154
1600,20000.0,239.0,360.0,1.0,0,True,True,False,True,False,False,True,False,True,21600.0,0.011064814814814816
1025,2773.0,112.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,3798.0,0.02948920484465508
3246,1417.0,138.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4663.0,0.029594681535492173
5829,0.0,138.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,5829.0,0.023674729799279464
2720,0.0,80.0,360.0,0.0,0,False,False,False,False,False,True,False,False,True,2720.0,0.029411764705882353
1820,1719.0,100.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,3539.0,0.028256569652444195
7250,1667.0,110.0,360.0,0.0,0,True,True,True,False,False,False,False,False,True,8917.0,0.01233598743972188
14880,0.0,96.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,14880.0,0.0064516129032258064
2666,4300.0,121.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,6966.0,0.01737008326155613
4606,0.0,81.0,360.0,1.0,0,False,False,True,False,False,True,False,False,False,4606.0,0.017585757707338254
5935,0.0,133.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,5935.0,0.02240943555181129
2920,16.12000084,87.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,2936.12000084,0.029630941506174818
2717,0.0,60.0,180.0,1.0,1,True,False,False,False,False,True,False,False,True,2717.0,0.02208317997791682
8624,0.0,150.0,360.0,1.0,1,False,False,True,False,False,False,True,True,False,8624.0,0.017393320964749538
6500,0.0,105.0,360.0,0.0,0,True,False,False,False,False,False,False,False,False,6500.0,0.016153846153846154
12876,0.0,405.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,12876.0,0.03145386766076421
2425,2340.0,143.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,4765.0,0.030010493179433367
3750,0.0,100.0,360.0,1.0,1,True,False,False,False,False,False,False,False,True,3750.0,0.02666666666666667
10047,0.0,128.0,240.0,1.0,1,False,True,False,False,False,False,False,True,False,10047.0,0.012740121429282374
1926,1851.0,50.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,3777.0,0.013238019592268996
2213,1125.0,128.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,3338.0,0.03834631515877771
10416,0.0,187.0,360.0,0.0,0,True,False,False,False,False,False,True,False,True,10416.0,0.0179531490015361
7142,0.0,138.0,360.0,1.0,1,False,True,False,False,False,True,True,False,False,7142.0,0.019322318678241388
3660,5064.0,187.0,360.0,1.0,1,True,False,False,False,False,False,False,True,False,8724.0,0.021435121503897293
7901,1833.0,180.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,9734.0,0.018491884117526197
4707,1993.0,148.0,360.0,1.0,1,True,False,False,False,True,True,False,True,False,6700.0,0.02208955223880597
37719,0.0,152.0,360.0,1.0,1,True,False,True,False,False,False,False,True,False,37719.0,0.004029799305389856
7333,8333.0,175.0,300.0,1.0,1,True,True,False,False,False,False,False,False,False,15666.0,0.011170688114387846
3466,1210.0,130.0,360.0,1.0,1,True,True,True,False,False,False,True,False,False,4676.0,0.027801539777587682
4652,0.0,110.0,360.0,1.0,1,True,True,False,True,False,True,False,False,False,4652.0,0.023645743766122097
3539,1376.0,55.0,360.0,1.0,0,True,True,False,False,False,False,False,False,False,4915.0,0.011190233977619531
3340,1710.0,150.0,360.0,0.0,0,True,True,False,True,False,False,False,False,False,5050.0,0.0297029702970297
2769,1542.0,190.0,360.0,1.0,0,True,False,True,False,False,True,True,True,False,4311.0,0.04407330085826954
2309,1255.0,125.0,360.0,0.0,0,True,True,False,True,False,True,False,False,False,3564.0,0.035072951739618406
1958,1456.0,60.0,300.0,1.0,1,True,True,False,True,False,True,False,False,True,3414.0,0.01757469244288225
3948,1733.0,149.0,360.0,0.0,0,True,True,False,False,False,False,False,False,False,5681.0,0.02622777679985918
2483,2466.0,90.0,180.0,0.0,1,True,True,False,False,False,False,False,False,False,4949.0,0.018185492018589614
7085,0.0,84.0,360.0,1.0,1,True,False,False,False,False,False,True,True,False,7085.0,0.011856033874382499
3859,0.0,96.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,3859.0,0.024876911116869654
4301,0.0,118.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,4301.0,0.027435480120902116
3708,2569.0,173.0,360.0,1.0,0,True,True,False,False,False,False,False,False,True,6277.0,0.027560936753226063
4354,0.0,136.0,360.0,1.0,1,True,False,False,True,False,False,False,False,False,4354.0,0.03123564538355535
8334,0.0,160.0,360.0,1.0,0,True,True,False,False,False,False,False,True,False,8334.0,0.01919846412287017
2083,4083.0,160.0,360.0,1.0,1,True,True,False,False,False,False,True,True,False,6166.0,0.025948751216347713
7740,0.0,128.0,180.0,1.0,1,True,True,False,False,True,False,False,False,True,7740.0,0.016537467700258397
3015,2188.0,153.0,360.0,1.0,1,True,True,False,False,False,False,False,False,False,5203.0,0.02940611185854315
5191,0.0,132.0,360.0,1.0,1,False,False,True,False,False,True,False,True,False,5191.0,0.025428626468888462
4166,0.0,98.0,360.0,0.0,0,True,False,False,False,False,False,False,True,False,4166.0,0.023523763802208355
6000,0.0,140.0,360.0,1.0,1,True,False,False,False,False,False,False,False,False,6000.0,0.023333333333333334
2947,1664.0,70.0,180.0,0.0,0,True,True,False,False,True,True,False,False,True,4611.0,0.015181088700932552
16692,0.0,110.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,16692.0,0.006589983225497244
210,2917.0,98.0,360.0,1.0,1,False,True,False,True,False,True,False,True,False,3127.0,0.03133994243684042
4333,2451.0,110.0,360.0,1.0,0,True,True,False,False,False,False,False,False,True,6784.0,0.016214622641509434
3450,2079.0,162.0,360.0,1.0,1,True,True,True,False,False,False,True,True,False,5529.0,0.02930005425935974
2653,1500.0,113.0,180.0,0.0,0,True,True,True,False,False,True,False,False,False,4153.0,0.027209246327955693
4691,0.0,100.0,360.0,1.0,1,True,True,False,False,True,False,False,True,False,4691.0,0.021317416329140908
2500,0.0,93.0,360.0,1.0,1,False,False,False,False,False,False,True,False,True,2500.0,0.0372
5532,4648.0,162.0,360.0,1.0,1,True,False,False,True,False,False,False,False,False,10180.0,0.015913555992141455
16525,1014.0,150.0,360.0,1.0,1,True,True,False,True,False,False,True,False,False,17539.0,0.008552369006214722
6700,1750.0,230.0,300.0,1.0,1,True,True,False,True,False,False,False,True,False,8450.0,0.027218934911242602
2873,1872.0,132.0,360.0,0.0,0,True,True,False,True,False,False,False,True,False,4745.0,0.027818756585879872
16667,2250.0,86.0,360.0,1.0,1,True,True,True,False,False,False,True,True,False,18917.0,0.004546175397790347
2947,1603.0,128.0,360.0,1.0,0,True,True,False,True,False,False,False,False,True,4550.0,0.028131868131868132
4350,0.0,154.0,360.0,1.0,1,False,False,False,False,False,True,False,False,False,4350.0,0.035402298850574714
3095,0.0,113.0,360.0,1.0,1,True,True,False,False,True,True,False,False,False,3095.0,0.03651050080775444
2083,3150.0,128.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,5233.0,0.024460156697878845
10833,0.0,234.0,360.0,1.0,1,True,True,False,False,False,False,False,True,False,10833.0,0.02160066463583495
8333,0.0,246.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,8333.0,0.029521180847233888
1958,2436.0,131.0,360.0,1.0,1,True,True,True,False,False,True,False,False,False,4394.0,0.029813381884387802
3547,0.0,80.0,360.0,0.0,0,True,False,False,True,False,False,False,False,False,3547.0,0.02255427121511136
18333,0.0,500.0,360.0,1.0,0,True,True,True,False,False,False,False,False,True,18333.0,0.02727322314951181
4583,2083.0,160.0,360.0,1.0,1,True,True,False,True,False,False,True,True,False,6666.0,0.024002400240024
2435,0.0,75.0,360.0,1.0,0,True,False,False,False,False,False,False,False,True,2435.0,0.030800821355236138
2699,2785.0,96.0,360.0,1.0,1,True,False,False,False,False,True,False,True,False,5484.0,0.0175054704595186
5333,1131.0,186.0,360.0,1.0,1,True,True,True,False,False,True,False,False,True,6464.0,0.028774752475247526
3691,0.0,110.0,360.0,1.0,1,True,False,False,False,False,True,False,False,False,3691.0,0.029802221620157138
17263,0.0,225.0,360.0,1.0,1,False,False,False,False,False,True,True,True,False,17263.0,0.013033655795632277
3597,2157.0,119.0,360.0,0.0,0,True,True,False,False,False,False,False,False,False,5754.0,0.02068126520681265
3326,913.0,105.0,84.0,1.0,1,False,True,True,False,False,False,False,True,False,4239.0,0.024769992922859165
2600,1700.0,107.0,360.0,1.0,1,True,True,False,False,False,True,False,False,False,4300.0,0.02488372093023256
4625,2857.0,111.0,12.0,1.0,1,True,True,False,False,False,False,False,False,True,7482.0,0.01483560545308741
2895,0.0,95.0,360.0,1.0,1,True,True,True,False,False,False,True,True,False,2895.0,0.03281519861830743
6283,4416.0,209.0,360.0,0.0,0,True,False,False,False,False,False,False,False,False,10699.0,0.019534535937938125
645,3683.0,113.0,480.0,1.0,1,False,False,False,False,False,False,False,False,False,4328.0,0.0261090573012939
3159,0.0,100.0,360.0,1.0,1,False,False,False,False,False,False,False,True,False,3159.0,0.03165558721114277
4865,5624.0,208.0,360.0,1.0,1,True,True,False,True,False,False,False,True,False,10489.0,0.01983029840785585
4050,5302.0,138.0,360.0,1.0,0,True,True,True,False,False,True,False,False,False,9352.0,0.014756201881950384
3814,1483.0,124.0,300.0,1.0,1,True,True,False,False,False,True,False,True,False,5297.0,0.0234094770624882
3510,4416.0,243.0,360.0,1.0,1,True,True,False,True,False,False,False,False,False,7926.0,0.030658591975775928
20833,6667.0,480.0,360.0,1.0,1,True,True,False,False,False,False,False,False,True,27500.0,0.017454545454545455
3583,0.0,96.0,360.0,1.0,0,True,False,False,False,False,False,False,False,True,3583.0,0.026793190064192018
2479,3013.0,188.0,360.0,1.0,1,True,True,False,False,False,False,True,False,True,5492.0,0.03423160961398398
13262,0.0,40.0,360.0,1.0,1,False,False,True,False,False,False,False,False,True,13262.0,0.003016136329362087
3598,1287.0,100.0,360.0,1.0,0,True,False,False,False,False,True,False,False,False,4885.0,0.02047082906857728
6065,2004.0,250.0,360.0,1.0,1,True,True,True,False,False,False,False,True,False,8069.0,0.030982773577890692
3283,2035.0,148.0,360.0,1.0,1,True,True,False,True,False,False,False,False,True,5318.0,0.027830011282437006
2130,6666.0,70.0,180.0,1.0,0,True,True,False,False,False,False,False,True,False,8796.0,0.007958162801273306
5815,3666.0,311.0,360.0,1.0,0,True,False,False,False,False,False,False,False,False,9481.0,0.03280244699926168
